Date,LIDALY,LISAME,LICOMX,LILAMC,LIEALC,LIEABG,LILMEX,LIANTC,LIANTH,LIICBG,LIICIN
2018-10-19,11.998,,,,,,,80500.0,120500.0,,
2018-10-22,11.998,,,,,,,80500.0,118500.0,,
2018-10-23,11.998,,,,,,,80500.0,118500.0,,
2018-10-24,11.998,,,,,,,80500.0,118500.0,,
2018-10-25,11.998,,,,,,,80500.0,118500.0,,
2018-10-26,11.998,,,,,,,80500.0,118500.0,,
2018-10-29,11.998,,,,,,,80500.0,118500.0,,
2018-10-30,11.998,,,,,,,80500.0,118500.0,,
2018-10-31,11.998,14375.0,,,,,,79500.0,117500.0,,
2018-11-01,12.306,,,,,,,80000.0,117500.0,,
2018-11-02,12.306,,,,,,,80000.0,117500.0,,
2018-11-05,12.306,,,,,,,80000.0,117500.0,,
2018-11-06,12.306,,,,,,,80000.0,117500.0,,
2018-11-07,12.306,,,,,,,80000.0,117500.0,,
2018-11-08,12.306,,,,,,,80000.0,114500.0,,
2018-11-09,12.306,,,,,,,80000.0,114500.0,,
2018-11-12,12.306,,,,,,,80000.0,114500.0,,
2018-11-13,12.306,,,,,,,80000.0,114500.0,,
2018-11-14,12.306,,,,,,,80000.0,114500.0,,
2018-11-15,12.306,,,,,,,80000.0,114500.0,,
2018-11-16,12.306,,,,,,,80000.0,114500.0,,
2018-11-19,12.306,,,,,,,80000.0,114500.0,,
2018-11-20,12.306,,,,,,,80000.0,114500.0,,
2018-11-21,12.306,,,,,,,80000.0,114500.0,,
2018-11-22,12.306,,,,,,,80000.0,112500.0,,
2018-11-23,12.306,,,,,,,80000.0,112500.0,,
2018-11-26,12.306,,,,,,,80000.0,112500.0,,
2018-11-27,12.306,,,,,,,80000.0,112500.0,,
2018-11-28,12.306,,,,,,,80000.0,112500.0,,
2018-11-29,12.306,,,,,,,80000.0,112500.0,,
2018-11-30,12.306,13500.0,,,,,,80000.0,112500.0,,
2018-12-03,12.306,,,,,,,80000.0,112500.0,,
2018-12-04,12.306,,,,,,,80000.0,112500.0,,
2018-12-05,12.306,,,,,,,80000.0,112500.0,,
2018-12-06,12.306,,,,,,,80000.0,112500.0,,
2018-12-07,12.306,,,,,,,80000.0,112500.0,,
2018-12-10,12.306,,,,,,,80000.0,112500.0,,
2018-12-11,12.306,,,,,,,80000.0,112500.0,,
2018-12-12,12.306,,,,,,,80000.0,110500.0,,
2018-12-13,12.306,,,,,,,80000.0,110500.0,,
2018-12-14,12.306,,,,,,,80000.0,110500.0,,
2018-12-17,12.306,,,,,,,80000.0,110500.0,,
2018-12-18,12.306,,,,,,,80000.0,110500.0,,
2018-12-19,12.229,,,,,,,79500.0,110500.0,,
2018-12-20,12.229,,,,,,,79500.0,110500.0,,
2018-12-21,12.229,,,,,,,79500.0,110500.0,,
2018-12-24,12.229,,,,,,,79500.0,108500.0,,
2018-12-25,12.229,,,,,,,79500.0,108500.0,,
2018-12-26,12.229,,,,,,,79500.0,108500.0,,
2018-12-27,12.229,,,,,,,79500.0,108500.0,,
2018-12-28,12.229,,,,,,,79500.0,108500.0,,
2018-12-29,,,,,,,,79500.0,108500.0,,
2018-12-31,,13500.0,,,,,,,,,
2019-01-01,,,,,,,,,,10.75,6.95
2019-01-02,12.229,,,,,,,79500.0,,,
2019-01-03,12.229,,,,,,,79500.0,90500.0,,
2019-01-04,,,,,,,,79500.0,90500.0,10.75,6.95
2019-01-07,12.229,,,,,,,79500.0,90500.0,10.75,6.95
2019-01-08,12.152,,,,,,,79000.0,90500.0,10.75,6.95
2019-01-09,12.152,,,,,,,79000.0,90500.0,10.75,6.95
2019-01-10,12.152,,,,,,,79000.0,90500.0,10.75,6.95
2019-01-11,12.075,,,,,,,78500.0,90500.0,10.75,6.95
2019-01-14,12.075,,,,,,,78500.0,90500.0,10.75,6.95
2019-01-15,11.922,,,,,,,77500.0,90500.0,10.75,6.95
2019-01-16,11.922,,,,,,,77500.0,90500.0,10.75,6.95
2019-01-17,11.922,,,,,,,77500.0,90500.0,10.75,6.95
2019-01-18,11.922,,,,,,,77500.0,90500.0,10.75,6.95
2019-01-21,11.922,,,,,,,77500.0,90500.0,10.75,6.95
2019-01-22,11.922,,,,,,,77500.0,90500.0,10.75,6.95
2019-01-23,11.922,,,,,,,77500.0,90500.0,10.75,6.95
2019-01-24,11.922,,,,,,,77500.0,90500.0,10.75,6.95
2019-01-25,11.922,,,,,,,77500.0,90500.0,10.55,6.95
2019-01-28,11.922,,,,,,,77500.0,90500.0,10.55,6.95
2019-01-29,11.922,,,,,,,77500.0,90500.0,10.55,6.95
2019-01-30,11.922,,,,,,,77500.0,90500.0,10.55,6.95
2019-01-31,11.922,13250.0,,,,,,77500.0,90500.0,10.55,6.95
2019-02-01,11.922,,,,,,,77500.0,90500.0,10.55,6.95
2019-02-11,11.922,,,,,,,77500.0,90500.0,10.55,6.95
2019-02-12,11.922,,,,,,,77500.0,90500.0,10.55,6.95
2019-02-13,11.922,,,,,,,77500.0,90500.0,10.55,6.95
2019-02-14,11.922,,,,,,,77500.0,90500.0,10.55,6.95
2019-02-15,11.922,,,,,,,77500.0,90500.0,10.55,6.95
2019-02-18,11.922,,,,,,,77500.0,90500.0,10.55,6.95
2019-02-19,12.075,,,,,,,78500.0,89500.0,10.55,6.95
2019-02-20,12.075,,,,,,,78500.0,89500.0,10.55,6.95
2019-02-21,12.075,,,,,,,78500.0,89500.0,10.55,6.95
2019-02-22,12.075,,,,,,,78500.0,89500.0,10.55,6.95
2019-02-25,12.075,,,,,,,78500.0,87500.0,10.05,6.95
2019-02-26,12.075,,,,,,,78500.0,86500.0,10.05,6.95
2019-02-27,12.075,,,,,,,78500.0,86500.0,10.05,6.95
2019-02-28,12.075,13000.0,,,,,,78500.0,85500.0,10.05,6.95
2019-03-01,11.922,,,,,,,77500.0,84500.0,10.05,6.95
2019-03-04,11.922,,,,,,,77500.0,83500.0,10.05,6.95
2019-03-05,11.922,,,,,,,77500.0,83500.0,10.05,6.95
2019-03-06,11.922,,,,,,,77500.0,83500.0,10.05,6.95
2019-03-07,11.922,,,,,,,77500.0,83500.0,10.05,6.95
2019-03-08,11.614,,,,,,,75500.0,83500.0,10.05,6.95
2019-03-11,11.614,,,,,,,75500.0,83500.0,10.05,6.95
