Date;PX_LAST;Change;% Change;PX_OPEN;Change;% Change;PX_HIGH;Change;% Change;PX_LOW;Change;% Change
18.11.2024;9072,5;70;0,777561788392113;8993,5;-9;-0,0999722299361289;9106;103,5;1,14968064426548;8958;-44,5;-0,494307136906415
15.11.2024;9002,5;12,5;0,139043381535039;8994,5;4,5;0,050055617352614;9179,5;189,5;2,10789766407119;8955,5;-34,5;-0,383759733036707
14.11.2024;8990;-57;-0,630043108212667;9022;-25;-0,276334696584503;9040;-7;-0,0773737150436609;8867;-180;-1,98960981540842
13.11.2024;9047;-95;-1,03915992124262;9151;9;0,0984467293808795;9189;47;0,514110697877926;9006;-136;-1,48763946619996
12.11.2024;9142;-189,5;-2,03075604136527;9333;1,5;0,0160745860794085;9358,5;27;0,289342549429352;9107;-224,5;-2,40582971655147
11.11.2024;9331,5;-112;-1,18600095303648;9468;24,5;0,25943770847673;9491;47,5;0,50299147561815;9282;-161,5;-1,71017101710171
08.11.2024;9443,5;-220,5;-2,28166390728477;9665;1;0,0103476821192053;9674;10;0,103476821192053;9410,5;-253,5;-2,62313741721854
07.11.2024;9664;321;3,43572728245745;9317,5;-25,5;-0,272931606550359;9688,5;345,5;3,69795568875094;9317,5;-25,5;-0,272931606550359
06.11.2024;9343;-395,5;-4,06120039020383;9663;-75,5;-0,775273399394157;9702;-36,5;-0,374801047389228;9302;-436,5;-4,48220978590132
05.11.2024;9738,5;42;0,433145980508431;9671;-25,5;-0,262981488165833;9782;85,5;0,881761460320734;9659;-37,5;-0,386737482596813
04.11.2024;9696,5;126;1,31654563502429;9591;20,5;0,214199885063476;9723,5;153;1,59866255681521;9576;5,5;0,0574682618462985
01.11.2024;9570,5;64,5;0,678518830212497;9568;62;0,652219650746897;9629,5;123,5;1,29917946560067;9521;15;0,157795076793604
31.10.2024;9506;-32;-0,335500104843783;9519;-19;-0,199203187250996;9580;42;0,440343887607465;9491,5;-46,5;-0,487523589851122
