Date,Price,Net,%Chg,Open,Low,High,Volume,Bid,Ask
2024-11-14,73520.0,-1 140,-2%,74 210,73 060,74 400,8 355,73 110,73 180
2024-11-15,73840.0,+320,+0%,73 110,73 110,74 100,2 350,73 750,74 100
2024-11-18,73830.0,-10,-0%,74 600,73 290,74 630,91 785,73 720,73 760
2024-11-19,74030.0,+200,+0%,73 550,73 510,74 490,61 065,74 300,74 330
2024-11-20,74400.0,+370,+0%,73 950,73 910,74 720,58 519,74 550,74 570
2024-11-21,74450.0,+50,+0%,74 580,74 280,74 720,38 152,74 420,74 450
2024-11-22,73900.0,-550,-1%,74 100,73 580,74 210,53 745,73 750,73 780
2024-11-25,74040.0,+140,+0%,73 480,73 410,74 380,51 241,74 120,74 160
2024-11-26,73830.0,-210,-0%,74 180,73 570,74 180,35 107,73 730,73 830
2024-11-27,73910.0,+80,+0%,74 000,73 660,74 320,31 290,74 100,74 110
2024-11-28,73860.0,-50,-0%,73 810,73 700,74 070,28 831,73 750,73 800
2024-11-29,73800.0,-60,-0%,73 610,73 530,74 000,28 407,73 920,73 950
2024-12-02,73730.0,-70,-0%,73 790,73 520,73 920,19 397,73 630,73 770
2024-12-03,74070.0,+340,+0%,73 760,73 760,74 300,18 905,74 260,74 300
2024-12-04,74690.0,+620,+1%,74 440,74 310,75 090,15 935,74 680,74 740
2024-12-05,74470.0,-220,-0%,74 550,74 230,74 690,15 200,74 490,74 570
2024-12-06,74560.0,+90,+0%,74 580,74 300,74 860,14 665,74 730,74 830
2024-12-09,74810.0,+250,+0%,74 790,74 610,75 000,14 155,74 720,74 780
2024-12-10,75340.0,+530,+1%,75 120,75 050,75 650,13 395,75 090,75 140
2024-12-11,75560.0,+220,+0%,75 100,75 090,75 850,12 160,75 450,75 500
2024-12-12,75380.0,-180,-0%,75 210,75 210,75 510,9 820,75 390,75 460
2024-12-13,74680.0,-700,-1%,75 250,74 520,75 250,8 380,74 600,74 740
2024-12-16,74370.0,-310,-0%,74 750,74 200,74 870,3 070,73 300,74 880
2024-12-17,74560.0,+190,+0%,74 440,74 280,74 860,50 511,74 340,74 350
2024-12-18,74030.0,-530,-1%,74 020,73 870,74 230,55 625,73 910,73 930
2024-12-19,73980.0,-50,-0%,74 250,73 610,74 540,63 451,73 850,73 870
2024-12-20,73730.0,-250,-0%,73 700,73 560,73 920,53 856,73 820,73 840
2024-12-23,74030.0,+300,+0%,73 650,73 580,74 320,50 698,74 160,74 170
2024-12-24,73930.0,-100,-0%,73 980,73 730,74 100,36 829,74 030,74 050
2024-12-25,74060.0,+130,+0%,73 920,73 920,74 180,34 693,74 100,74 150
2024-12-26,74160.0,+100,+0%,74 210,74 040,74 290,25 191,74 050,74 070
2024-12-27,74310.0,+150,+0%,74 490,74 080,74 680,30 176,74 090,74 120
2024-12-30,74200.0,-110,-0%,74 020,73 950,74 320,24 875,74 210,74 230
2024-12-31,73800.0,-400,-1%,74 000,73 670,74 000,24 337,73 790,73 800
2025-01-02,73330.0,-470,-1%,73 480,73 000,73 480,19 700,73 260,73 300
2025-01-03,73060.0,-270,-0%,73 110,72 810,73 330,19 585,72 900,72 950
2025-01-06,73700.0,+640,+1%,73 190,73 140,74 050,15 710,73 570,73 620
2025-01-07,74330.0,+630,+1%,74 320,74 100,74 650,14 460,74 420,74 440
2025-01-08,74390.0,+60,+0%,74 460,74 260,74 540,10 925,74 430,74 460
2025-01-09,74740.0,+350,+0%,74 260,74 240,74 960,10 970,74 900,74 940
2025-01-10,75260.0,+520,+1%,75 000,75 000,75 370,10 835,75 230,75 250
2025-01-13,75350.0,+90,+0%,75 170,74 920,75 570,10 965,75 460,75 550
2025-01-14,75340.0,-10,-0%,75 460,75 020,75 500,6 885,75 360,75 400
2025-01-15,75340.0,0,0%,75 400,75 100,76 440,2 115,76 000,76 180
2025-01-16,75780.0,+440,+1%,75 140,75 140,76 150,55 262,76 080,76 100
2025-01-17,76220.0,+440,+1%,76 160,75 920,76 450,39 017,76 380,76 410
2025-01-20,75510.0,-710,-1%,76 280,75 220,76 280,41 043,75 260,75 300
2025-01-21,75520.0,+10,+0%,75 180,75 110,75 760,35 656,75 490,75 520
2025-01-22,75430.0,-90,-0%,75 280,75 240,75 620,25 064,75 360,75 390
2025-01-23,75010.0,-420,-1%,75 430,74 800,75 500,28 198,74 810,74 850
2025-01-24,75310.0,+300,+0%,75 110,74 990,75 730,19 922,75 710,75 770
2025-01-27,75400.0,+90,+0%,75 840,75 130,75 960,13 063,75 350,75 650
2025-02-05,75200.0,-200,-0%,75 420,75 000,75 420,12 365,75 190,75 230
2025-02-06,75970.0,+770,+1%,74 920,74 760,76 390,23 410,76 320,76 380
2025-02-07,76730.0,+760,+1%,75 940,75 890,77 180,21 360,77 070,77 110
2025-02-10,77080.0,+350,+0%,77 220,76 800,77 730,22 090,77 030,77 230
2025-02-11,77010.0,-70,-0%,77 180,76 780,77 420,16 150,76 920,76 930
2025-02-12,76650.0,-360,-0%,76 560,76 400,76 860,16 435,76 770,76 820
2025-02-13,77220.0,+570,+1%,76 830,76 750,77 500,11 395,77 260,77 380
2025-02-14,77590.0,+370,+0%,77 280,77 000,78 070,8 005,77 860,78 080
2025-02-17,77270.0,-320,-0%,78 110,76 710,78 250,3 770,76 200,76 950
2025-02-18,76790.0,-480,-1%,76 740,76 620,77 030,67 057,76 840,76 850
2025-02-19,77000.0,+210,+0%,76 720,76 670,77 370,55 466,77 070,77 100
2025-02-20,77380.0,+380,+0%,77 510,77 100,77 740,62 578,77 620,77 640
2025-02-21,77340.0,-40,-0%,77 730,76 910,77 750,61 733,77 010,77 020
2025-02-24,77250.0,-90,-0%,77 290,77 040,77 540,60 456,77 140,77 160
2025-02-25,77070.0,-180,-0%,77 220,76 810,77 430,43 436,76 810,76 850
2025-02-26,77040.0,-30,-0%,77 010,76 510,77 420,44 912,76 980,77 030
2025-02-27,76880.0,-160,-0%,77 200,76 740,77 200,28 334,76 920,76 940
2025-02-28,76850.0,-30,-0%,76 960,76 650,77 180,28 440,76 710,76 750
2025-03-03,76970.0,+120,+0%,76 800,76 570,77 200,18 285,76 930,76 970
2025-03-04,76970.0,0,0%,77 060,76 810,77 270,16 990,76 830,76 860
2025-03-05,76970.0,0,0%,76 950,76 650,77 440,24 005,77 350,77 440
2025-03-06,78170.0,+1 200,+2%,77 830,77 590,78 440,17 520,78 100,78 170
2025-03-07,78620.0,+450,+1%,78 430,78 230,79 160,16 230,78 210,78 250
2025-03-10,78270.0,-350,-0%,78 420,78 090,78 800,15 900,78 180,78 230
2025-03-11,77720.0,-550,-1%,78 170,77 310,78 200,16 520,77 900,77 960
2025-03-12,78690.0,+970,+1%,78 270,78 210,79 370,13 625,79 200,79 470
2025-03-13,79480.0,+790,+1%,79 900,79 180,79 900,8 190,79 180,79 250
2025-03-14,79900.0,+420,+1%,79 230,79 200,80 280,6 900,80 100,80 300
2025-03-17,80080.0,+180,+0%,80 100,79 690,83 000,3 585,79 990,80 490
2025-03-18,80270.0,+190,+0%,80 200,79 850,80 550,46 064,80 170,80 200
2025-03-19,80620.0,+350,+0%,80 440,80 150,81 020,42 972,80 810,80 850
2025-03-20,81360.0,+740,+1%,81 140,80 790,81 660,45 194,81 610,81 640
2025-03-21,81120.0,-240,-0%,81 320,80 520,81 740,51 356,80 600,80 630
2025-03-24,81020.0,-100,-0%,80 550,80 180,81 870,43 262,81 810,81 850
2025-03-25,81650.0,+630,+1%,81 970,81 400,82 060,42 526,81 880,81 900
2025-03-26,82370.0,+720,+1%,81 960,81 640,83 270,41 938,81 910,81 980
2025-03-27,81570.0,-800,-1%,81 630,81 140,81 950,36 197,81 510,81 550
2025-03-28,80670.0,-900,-1%,80 990,80 400,81 150,41 173,80 430,80 460
2025-03-31,80190.0,-480,-1%,80 690,79 800,81 170,29 240,79 910,79 950
2025-04-01,79980.0,-210,-0%,79 890,79 500,80 450,18 748,80 350,80 490
2025-04-02,79920.0,-60,-0%,79 910,79 600,80 210,20 890,79 900,79 930
2025-04-03,79110.0,-810,-1%,79 840,78 710,79 970,25 970,78 850,78 890
2025-04-07,74320.0,-4 790,-6%,73 570,73 570,75 750,26 110,,73 570
2025-04-08,73440.0,-880,-1%,72 820,72 710,74 700,23 245,73 450,73 490
2025-04-09,72340.0,-1 100,-1%,73 530,71 580,74 080,18 705,72 190,72 280
2025-04-10,74840.0,+2 500,+3%,71 910,71 900,75 760,15 585,75 400,75 550
2025-04-11,74810.0,-30,-0%,75 150,74 400,75 370,11 385,75 370,75 380
2025-04-14,76140.0,+1 330,+2%,75 530,75 330,76 460,7 440,76 060,76 410
2025-04-15,76090.0,-50,-0%,76 300,75 730,76 300,2 100,,76 150
2025-04-16,75650.0,-440,-1%,75 730,75 070,76 180,71 943,75 350,75 370
2025-04-17,75950.0,+300,+0%,75 490,75 440,76 250,53 331,75 840,75 870
2025-04-18,76120.0,+170,+0%,75 820,75 650,76 360,43 927,76 220,76 270
2025-04-21,76640.0,+520,+1%,76 160,75 970,77 480,47 202,77 420,77 440
2025-04-22,77130.0,+490,+1%,77 590,76 810,77 620,48 320,77 330,77 340
2025-04-23,77990.0,+860,+1%,77 410,77 340,78 640,42 189,78 070,78 100
2025-04-24,77870.0,-120,-0%,78 130,77 580,78 270,46 797,77 580,77 630
2025-04-25,77870.0,0,0%,77 740,77 540,78 140,33 946,77 650,77 690
2025-04-28,77560.0,-310,-0%,77 740,77 260,77 900,35 317,77 760,77 830
2025-04-29,77780.0,+220,+0%,77 950,77 530,77 950,28 377,77 780,77 840
2025-04-30,77730.0,-50,-0%,78 190,77 450,78 190,25 460,77 360,77 450
2025-05-06,77930.0,+200,+0%,77 340,77 340,78 200,19 190,77 860,77 950
2025-05-07,78300.0,+370,+0%,78 010,78 010,78 800,25 160,78 050,78 200
2025-05-08,78090.0,-210,-0%,78 070,77 740,78 390,24 600,77 900,77 930
2025-05-09,78130.0,+40,+0%,78 150,77 900,78 650,19 805,77 940,77 960
2025-05-12,78370.0,+240,+0%,78 110,78 080,78 600,21 770,78 510,78 600
2025-05-13,78250.0,-120,-0%,78 500,78 080,78 510,15 865,78 450,78 490
